season,week,date,away,home,first_downs_away,first_downs_home,third_downs_away,third_downs_home,fourth_downs_away,fourth_downs_home,passing_yards_away,passing_yards_home,rushing_yards_away,rushing_yards_home,total_yards_away,total_yards_home,comp_att_away,comp_att_home,sacks_away,sacks_home,rushing_attempts_away,rushing_attempts_home,fumbles_away,fumbles_home,int_away,int_home,turnovers_away,turnovers_home,penalties_away,penalties_home,redzone_away,redzone_home,drives_away,drives_home,def_st_td_away,def_st_td_home,possession_away,possession_home,score_away,score_home
2021,2,9/19/21,Chiefs,Ravens,22,31,6-Jan,11-Jun,0-0,1-Jan,343,230,62,251,405,481,24-31,18-26,0-0,9-Jan,18,41,1,0,1,2,2,2,May-46,Aug-55,1-Jan,4-Apr,10,11,1,0,24:01:00,35:59:00,35,36
2021,2,9/20/21,Lions,Packers,19,25,9-Apr,9-May,0-2,0-0,236,227,108,96,344,323,26-36,22-27,10-Jan,28-Mar,19,31,1,0,1,0,2,0,Sep-78,May-50,2-Feb,4-Apr,9,10,0,0,26:35:00,33:25:00,17,35
2021,3,9/23/21,Panthers,Texans,28,14,11-May,9-Jan,0-1,0-1,290,151,117,42,407,193,23-34,19-28,14-Mar,17-Apr,33,17,0,0,0,0,0,0,Aug-64,Jul-51,5-Mar,1-Jan,10,9,0,0,35:45:00,24:15:00,24,9
2021,3,9/26/21,Commanders,Bills,13,29,11-Feb,15-Sep,2-Jan,0-1,212,359,78,122,290,481,14-24,33-44,Jan-00,0-0,25,33,1,0,2,0,3,0,May-38,30-May,2-Feb,6-Apr,12,12,0,0,24:23:00,35:37:00,21,43
2021,3,9/26/21,Bears,Browns,6,26,11-Jan,17-Aug,0-1,3-Jan,1,203,46,215,47,418,20-Jun,19-31,Sep-67,May-43,13,42,0,0,0,0,0,0,May-44,Jul-98,0-1,4-Jan,11,11,0,0,20:26,39:34:00,6,26
2021,3,9/26/21,Ravens,Lions,15,22,10-Jan,10-Mar,1-Jan,0-0,271,192,116,93,387,285,16-31,22-31,16-Apr,25-Feb,22,27,0,0,1,0,1,0,Jun-69,Jul-35,2-Jan,3-Feb,10,10,0,0,27:27:00,32:33:00,19,17
2021,3,9/26/21,Colts,Titans,19,24,12-Mar,12-Jun,2-Feb,1-Jan,178,188,87,180,265,368,19-37,18-27,16-Feb,9-Jan,18,37,0,1,0,2,0,3,Apr-66,24-Apr,3-Jan,5-Mar,9,9,0,0,25:54:00,34:06:00,16,25
2021,3,9/26/21,Chargers,Chiefs,21,33,11-Apr,10-Jun,1-Jan,0-0,275,251,77,186,352,437,26-38,27-44,6-Jan,9-Feb,22,30,0,2,0,2,0,4,Aug-50,Jun-56,5-Apr,4-Mar,10,10,0,0,27:29:00,32:31:00,30,24
2021,3,9/26/21,Saints,Patriots,19,16,13-Jun,19-Jul,0-0,3-Feb,110,251,142,49,252,300,13-21,30-51,18-Mar,19-Feb,38,17,0,0,0,3,0,3,15-Feb,30-Apr,4-Mar,0-1,12,12,1,0,32:48:00,27:12:00,28,13
2021,3,9/26/21,Falcons,Giants,18,21,13-May,14-Jul,0-0,0-0,227,246,69,100,296,346,27-36,24-35,16-Mar,20-Feb,20,27,1,1,0,0,1,1,28-Apr,Aug-53,2-Feb,3-Jan,10,10,0,0,28:09:00,31:51:00,17,14
2021,3,9/26/21,Bengals,Steelers,12,21,9-Mar,19-Sep,0-0,0-2,172,297,96,45,268,342,14-18,38-58,0-0,21-Apr,24,15,0,0,1,2,1,2,Oct-89,Oct-73,2-Feb,3-Jan,12,11,0,0,24:38:00,35:22:00,24,10
2021,3,9/26/21,Cardinals,Jaguars,23,20,9-Jan,11-Feb,2-Feb,1-Jan,316,202,91,159,407,361,28-34,22-34,0-0,17-Mar,30,29,0,2,1,2,1,4,Jul-58,Apr-40,4-Mar,4-Feb,11,12,1,1,32:54:00,27:06:00,31,19
2021,3,9/26/21,Jets,Broncos,11,23,13-Apr,11-Apr,0-2,0-0,119,223,43,120,162,343,19-35,19-25,May-41,12-Feb,13,37,0,1,2,0,2,1,Aug-89,Jun-50,0-0,5-Feb,11,11,0,0,24:13:00,35:47:00,0,26
2021,3,9/26/21,Dolphins,Raiders,22,28,18-Jun,15-Aug,4-Mar,0-1,197,357,133,140,330,497,32-49,26-43,18-Feb,29-Mar,27,35,0,0,0,1,0,1,Aug-68,8-104,1-Jan,4-Mar,11,13,1,0,31:13:00,38:47:00,28,31
2021,3,9/26/21,Buccaneers,Rams,27,22,13-Jun,15-Oct,2-Jan,0-0,411,331,35,76,446,407,41-55,27-38,21-Mar,12-Jan,13,24,0,0,0,0,0,0,Jul-41,4-Jan,4-Mar,4-Mar,10,10,0,0,29:50:00,30:10:00,24,34
2021,3,9/26/21,Seahawks,Vikings,21,28,8-Mar,14-Sep,0-1,0-0,283,313,106,140,389,453,23-32,30-38,15-Feb,10-Jan,18,34,0,0,0,0,0,0,Apr-35,Apr-40,1-Jan,6-Mar,9,8,0,0,24:07:00,35:53:00,17,30
2021,3,9/26/21,Packers,49ers,21,26,11-May,11-Jul,0-1,0-0,253,231,100,67,353,298,23-33,25-40,8-Jan,26-Apr,25,21,0,1,0,1,0,2,Jul-87,Apr-86,5-Mar,4-Apr,10,10,0,0,30:08:00,29:52:00,30,28
2021,3,9/27/21,Eagles,Cowboys,12,27,12-Apr,12-Jun,0-2,2-Jan,303,220,64,160,367,380,25-39,21-26,23-Feb,18-Apr,12,41,0,1,2,0,2,1,13-86,Apr-37,2-Feb,5-Apr,12,13,1,1,25:02:00,34:58:00,21,41
2021,4,9/30/21,Jaguars,Bengals,21,21,12-Jun,9-May,2-Jan,0-0,202,342,139,78,341,420,17-24,25-32,2-Jan,6-Jan,30,22,0,0,0,0,0,0,10-Feb,Jun-38,4-Mar,2-Jan,8,9,0,0,28:45:00,31:15:00,21,24
2021,4,10/3/21,Commanders,Falcons,26,24,9-Apr,16-Oct,2-Jan,0-0,290,275,122,99,412,374,23-33,25-42,Jan-00,8-Jan,28,28,0,0,0,0,0,0,Jun-85,Jul-36,3-Feb,4-Mar,10,10,1,0,29:18:00,30:42:00,34,30
2021,4,10/3/21,Texans,Bills,6,26,9-Jan,12-May,2-Jan,2-Jan,61,251,48,199,109,450,21-Nov,21-31,26-Mar,5-Jan,18,40,1,0,4,1,5,1,10-100,30-Mar,0-1,7-Mar,12,12,0,0,21:45,38:15:00,0,40
2021,4,10/3/21,Lions,Bears,23,20,11-Apr,8-Jan,3-Jan,1-Jan,261,185,90,188,351,373,24-38,17-Nov,Apr-38,24-Jan,25,39,2,0,0,1,2,1,26-Apr,Jul-61,5-Jan,4-Mar,9,10,0,0,31:17:00,28:43:00,14,24
2021,4,10/3/21,Panthers,Cowboys,24,24,13-Apr,9-Mar,3-Mar,1-Jan,266,188,113,245,379,433,26-39,14-22,May-35,0-0,24,34,0,0,2,0,2,0,Jun-32,Jul-50,4-Apr,3-Mar,11,11,0,0,33:36:00,26:24:00,28,36
2021,4,10/3/21,Colts,Dolphins,20,13,15-Jun,11-Mar,1-Jan,2-Feb,210,168,139,35,349,203,24-32,20-30,18-Feb,31-Mar,33,16,1,2,0,0,1,2,Aug-86,May-32,4-Feb,2-Feb,10,10,0,0,37:09:00,22:51,27,17
2021,4,10/3/21,Browns,Vikings,20,16,18-Jul,16-May,0-1,3-Jan,143,190,184,65,327,255,15-33,20-38,12-Mar,13-Feb,38,23,0,0,0,1,0,1,Jul-73,Jul-42,2-Jan,1-Jan,11,12,0,0,35:32:00,24:28:00,14,7
2021,4,10/3/21,Giants,Saints,21,21,11-Apr,13-Aug,0-0,0-1,402,235,83,170,485,405,28-40,19-26,0-0,0-0,20,39,0,0,1,1,1,1,25-Mar,May-35,3-Jan,3-Mar,11,10,0,0,27:35:00,37:31:00,27,21
2021,4,10/3/21,Titans,Jets,30,16,19-May,14-Jun,3-Feb,0-0,253,289,177,66,430,355,30-49,21-34,Jul-45,8-Jan,37,25,0,0,0,1,0,1,Aug-98,Jun-65,5-Feb,4-Feb,13,13,0,0,40:42:00,29:03:00,24,27
2021,4,10/3/21,Chiefs,Eagles,31,30,10-Sep,12-Jun,0-0,2-Jan,271,358,200,103,471,461,24-30,32-48,7-Jan,29-Mar,32,19,0,0,1,0,1,0,Jul-46,Sep-49,5-May,6-Mar,8,8,0,0,30:52:00,29:08:00,42,30
2021,4,10/3/21,Cardinals,Rams,27,24,13-Aug,11-Jun,0-0,0-1,249,280,216,121,465,401,24-32,26-41,19-Mar,0-0,40,23,0,1,0,1,0,2,Jul-63,May-36,5-Mar,4-Feb,10,10,0,0,35:10:00,24:50:00,37,20
2021,4,10/3/21,Seahawks,49ers,14,23,10-Feb,14-Feb,0-0,4-Mar,129,314,105,143,234,457,16-23,23-41,20-Mar,8-Feb,28,29,0,1,0,1,0,2,27-May,Aug-78,4-Apr,1-Jan,14,13,0,0,28:19:00,31:41:00,28,21
2021,4,10/3/21,Ravens,Broncos,20,15,17-Jul,14-Mar,0-0,0-0,304,148,102,106,406,254,22-37,19-37,12-Mar,30-May,30,17,0,0,0,1,0,1,Jun-55,25-Apr,3-Jan,2-Jan,13,12,0,0,33:07:00,26:53:00,23,7
2021,4,10/3/21,Steelers,Packers,17,23,11-Apr,15-Sep,0-2,0-1,220,236,62,131,282,367,26-40,20-36,12-Feb,12-Mar,16,33,1,1,1,0,2,1,May-34,25-Mar,1-Jan,4-Feb,11,11,0,0,25:19:00,34:41:00,17,27
2021,4,10/3/21,Buccaneers,Patriots,22,20,19-Sep,9-Feb,0-0,0-0,261,295,120,-1,381,294,22-43,33-42,8-Jan,25-Apr,30,8,0,1,0,1,0,2,Jul-74,Aug-77,4-Jan,3-Feb,11,11,0,0,33:55:00,26:05:00,19,17
2021,4,10/4/21,Raiders,Chargers,13,25,13-Apr,13-Apr,3-Jan,3-Feb,165,212,48,168,213,380,21-34,25-39,Apr-31,10-Feb,18,34,0,0,1,0,1,0,Jul-58,7-105,2-Feb,5-Apr,12,12,0,0,25:17:00,34:43:00,14,28
2021,5,10/7/21,Rams,Seahawks,24,22,10-Feb,10-Apr,1-Jan,0-1,358,262,118,92,476,354,25-37,21-33,7-Jan,21-Feb,29,25,0,0,1,2,1,2,May-85,20-Mar,5-Mar,3-Jan,12,12,0,0,33:03:00,26:57:00,26,17
2021,5,10/10/21,Jets,Falcons,17,28,10-May,14-Sep,0-0,1-Jan,166,342,64,108,230,450,19-32,33-46,26-Feb,0-0,18,29,0,2,1,0,1,2,Jul-58,Apr-66,4-Feb,4-Mar,9,10,0,0,24:06:00,35:54:00,20,27
2021,5,10/10/21,Packers,Bengals,21,18,11-Apr,14-May,0-0,2-Feb,333,264,133,103,466,367,27-39,26-38,11-Feb,17-Mar,22,24,0,0,1,2,1,2,10-Feb,21-Feb,5-Feb,2-Feb,13,12,0,0,33:59:00,34:06:00,25,22
2021,5,10/10/21,Lions,Vikings,22,18,11-Mar,13-May,0-1,0-0,180,264,108,120,288,384,21-35,25-34,23-Apr,11-Feb,24,28,1,1,1,1,2,2,30-Mar,Jul-74,1-Jan,1-Jan,11,12,0,0,27:54:00,32:06:00,17,19
2021,5,10/10/21,Broncos,Steelers,17,19,12-Feb,12-Jul,4-Mar,0-0,268,244,106,147,374,391,24-38,15-25,20-Feb,9-Jan,18,35,0,1,1,0,1,1,Jul-67,Aug-59,3-Jan,2-Feb,9,10,0,0,26:58:00,33:02:00,19,27
2021,5,10/10/21,Dolphins,Buccaneers,17,33,7-Feb,11-Aug,0-0,0-0,262,437,39,121,301,558,27-39,33-44,13-Mar,15-Feb,9,25,1,0,1,0,2,0,May-37,Jun-47,2-Jan,6-Apr,9,10,0,0,22:53,37:07:00,17,45
2021,5,10/10/21,Saints,Commanders,18,26,11-Apr,16-May,1-Jan,3-Jan,271,242,98,131,369,373,15-30,20-41,8-Feb,6-Feb,23,33,1,0,1,2,2,2,Jun-45,May-37,2-Feb,5-Feb,13,12,0,0,23:34,36:26:00,33,22
2021,5,10/10/21,Eagles,Panthers,15,17,13-Apr,15-May,0-1,0-0,182,158,91,109,273,267,22-37,21-37,16-Feb,19-Mar,22,30,1,0,1,3,2,3,Jun-60,Sep-69,4-Feb,2-Jan,15,14,0,0,24:57:00,35:03:00,21,18
2021,5,10/10/21,Titans,Jaguars,23,24,11-May,10-Mar,1-Jan,3-Jan,184,256,184,198,368,454,14-22,23-33,13-Mar,17-Feb,36,31,0,1,0,1,0,2,Jul-44,Apr-33,5-Apr,5-Mar,9,11,1,0,31:30:00,28:30:00,37,19
2021,5,10/10/21,Patriots,Texans,21,14,11-Jun,14-Jun,0-0,3-Mar,226,293,126,67,352,360,23-30,21-29,5-Jan,19-Mar,30,24,1,1,1,0,2,1,27-May,Aug-70,5-Feb,2-Jan,9,10,0,0,30:44:00,29:16:00,25,22
2021,5,10/10/21,Bears,Raiders,19,16,13-Jun,14-May,0-0,3-Jan,109,188,143,71,252,259,13-21,22-35,10-Feb,18-Mar,37,22,0,0,0,1,0,1,Aug-70,Oct-82,2-Feb,2-Jan,10,10,0,0,32:02:00,27:58:00,20,9
2021,5,10/10/21,Browns,Chargers,25,27,12-Apr,13-Jun,3-Jan,3-Mar,301,381,230,112,531,493,23-32,26-43,4-Jan,17-Feb,35,23,0,1,0,0,0,1,Jul-77,Jun-49,6-Mar,4-Apr,12,12,0,0,36:28:00,23:32,42,47
2021,5,10/10/21,Giants,Cowboys,20,26,13-Apr,14-Aug,3-Feb,2-Jan,294,314,73,201,367,515,21-39,23-33,0-0,10-Feb,25,39,0,1,2,1,2,2,May-48,Aug-58,3-Feb,5-Feb,12,10,0,1,27:48:00,32:12:00,20,44
2021,5,10/10/21,49ers,Cardinals,19,20,11-Mar,10-Mar,5-Jan,0-0,186,210,152,94,338,304,15-29,22-31,6-Feb,Feb-29,28,27,0,1,1,0,1,1,Jul-60,Jun-62,2-Jan,3-Feb,9,10,0,0,31:54:00,28:06:00,10,17
2021,5,10/10/21,Bills,Chiefs,20,29,11-May,12-May,0-0,0-1,315,272,121,120,436,392,15-26,33-54,0-0,Feb-00,28,23,0,2,0,2,0,4,10-103,Jul-55,3-Feb,5-Feb,11,11,1,0,27:35:00,32:25:00,38,20
2021,5,10/11/21,Colts,Ravens,29,30,10-May,8-Mar,1-Jan,0-0,390,437,123,86,513,523,25-35,37-43,12-Feb,5-Feb,26,25,1,1,0,0,1,1,May-45,Aug-74,4-Jan,5-Mar,10,10,0,0,30:45:00,33:51:00,25,31
2021,6,10/14/21,Buccaneers,Eagles,27,16,13-Jul,10-Mar,0-1,1-Jan,297,113,102,100,399,213,34-42,26-Dec,0-0,2-Feb,31,19,0,0,1,1,1,1,7-120,Apr-41,4-Mar,3-Mar,11,10,0,0,39:56:00,20:04,28,22
2021,6,10/17/21,Dolphins,Jaguars,23,21,17-Sep,12-Mar,2-Jan,3-Feb,354,312,77,84,431,396,34-48,25-41,0-0,7-Feb,20,19,0,1,1,0,1,1,Jul-55,Aug-54,4-Feb,2-Jan,11,11,0,0,32:40:00,27:20:00,20,23
2021,6,10/17/21,Packers,Bears,22,21,8-Feb,11-Apr,1-Jan,2-Jan,169,137,154,140,323,277,17-23,16-27,26-Mar,Apr-37,31,26,0,0,0,1,0,1,Mar-51,Jul-54,4-Mar,2-Feb,9,8,0,0,32:17:00,27:43:00,24,14
2021,6,10/17/21,Bengals,Lions,20,15,15-Aug,14-May,2-Feb,2-Jan,256,192,142,36,398,228,20-30,28-42,22-Feb,10-Jan,36,18,0,0,1,1,1,1,Apr-31,Sep-77,2-Feb,2-Jan,11,10,0,0,35:52:00,24:08:00,34,11
2021,6,10/17/21,Texans,Colts,19,15,17-Sep,10-Mar,2-Jan,1-Jan,229,214,124,174,353,388,29-43,20-Nov,14-Feb,9-Feb,29,26,1,0,2,0,3,0,25-Apr,10-Feb,0-1,2-Feb,11,11,0,0,34:33:00,25:27:00,3,31
2021,6,10/17/21,Rams,Giants,22,21,11-Feb,15-Apr,2-Feb,4-Feb,234,201,131,60,365,261,22-30,29-51,17-Feb,Apr-41,34,18,0,1,2,3,2,4,Jul-50,27-May,5-Apr,2-Jan,13,12,0,0,32:22:00,27:38:00,38,11
2021,6,10/17/21,Chiefs,Commanders,29,15,17-Nov,14-Jul,2-Jan,0-0,390,182,109,94,499,276,32-47,24-39,7-Mar,0-0,28,19,1,1,2,1,3,2,May-47,Jun-44,4-Mar,0-0,11,12,0,0,33:53:00,26:07:00,31,13
2021,6,10/17/21,Vikings,Panthers,26,20,16-Jul,12-Feb,0-0,2-Feb,373,188,198,118,571,306,33-48,17-41,0-0,19-Apr,36,23,1,2,0,1,1,3,Nov-98,28-Jun,5-Mar,3-Feb,16,14,0,1,37:38:00,26:34:00,34,28
2021,6,10/17/21,Chargers,Ravens,14,27,12-Mar,11-Jun,4-Jan,0-0,182,140,26,187,208,327,22-39,19-27,13-Feb,27-Mar,12,38,0,0,1,2,1,2,Apr-35,15-Feb,2-Jan,5-Apr,11,11,0,0,21:53,38:07:00,6,34
2021,6,10/17/21,Cardinals,Browns,24,16,15-Aug,10-Mar,1-Jan,4-Jan,208,217,144,73,352,290,20-30,20-31,21-Feb,23-May,37,19,0,2,0,1,0,3,May-45,Sep-88,7-Apr,3-Jan,10,10,0,0,34:39:00,25:21:00,37,14
2021,6,10/17/21,Raiders,Broncos,16,25,11-Apr,14-May,0-0,3-Jan,340,309,86,112,426,421,18-27,35-49,1-Feb,25-May,23,23,0,1,0,3,0,4,Jun-54,Jun-53,3-Feb,3-Feb,12,13,0,0,25:27:00,34:33:00,34,24
2021,6,10/17/21,Cowboys,Patriots,32,17,13-Mar,9-Mar,4-Feb,0-0,445,215,122,120,567,335,36-51,15-21,0-0,14-Feb,31,27,1,1,1,1,2,2,12-115,May-47,5-Feb,2-Feb,11,13,1,0,39:17:00,26:51:00,35,29
2021,6,10/17/21,Seahawks,Steelers,18,22,12-Mar,14-May,0-0,0-0,165,226,144,119,309,345,23-32,29-40,May-44,3-Jan,27,30,1,1,0,0,1,1,Jun-45,May-38,3-Feb,4-Feb,14,13,0,0,29:37:00,37:33:00,20,23
2021,6,10/18/21,Bills,Titans,28,16,13-Jul,10-Apr,0-1,1-Jan,335,216,82,146,417,362,35-47,18-29,18-Mar,0-0,23,22,0,0,1,1,1,1,Aug-60,Jul-91,5-Feb,3-Mar,10,11,0,0,32:50:00,27:10:00,31,34
2021,7,10/21/21,Broncos,Browns,15,23,11-May,15-Sep,1-Jan,1-Jan,182,194,41,182,223,376,23-33,21-33,5-Feb,5-Jan,14,33,0,0,1,0,1,0,15-Feb,Sep-60,2-Feb,3-Feb,8,8,0,0,23:09,36:51:00,14,17
2021,7,10/24/21,Commanders,Packers,25,19,11-Apr,12-Jun,4-Jan,1-Jan,235,247,195,57,430,304,25-37,27-35,Apr-33,27-Mar,29,15,1,1,1,0,2,1,Apr-50,Apr-36,0-4,4-Feb,10,9,0,0,32:54:00,27:06:00,10,24
2021,7,10/24/21,Chiefs,Titans,22,24,11-Apr,12-Aug,3-Feb,0-0,257,266,77,103,334,369,31-51,22-28,Apr-31,9-Jan,13,35,2,0,1,1,3,1,Sep-77,Jun-31,0-3,4-Feb,9,9,0,0,23:39,36:21:00,3,27
2021,7,10/24/21,Falcons,Dolphins,21,27,13-Jun,11-Jul,0-0,0-0,325,281,72,132,397,413,25-40,32-40,11-Jan,10-Jan,22,29,1,0,1,2,2,2,29-Mar,Jun-44,5-Feb,5-Apr,11,11,0,0,25:22:00,34:38:00,30,28
2021,7,10/24/21,Jets,Patriots,18,32,13-Jul,12-Jul,0-2,1-Jan,237,403,62,148,299,551,26-42,28-41,16-Feb,8-Jan,17,32,1,0,2,0,3,0,29-May,Jun-95,2-Feb,6-Jun,11,11,0,0,27:48:00,32:12:00,13,54
2021,7,10/24/21,Panthers,Giants,11,21,15-Feb,16-Jul,4-Feb,0-1,117,199,56,103,173,302,19-39,24-34,28-Jun,20-Feb,17,31,0,0,1,0,1,0,Jul-37,Aug-60,0-1,3-Feb,12,13,0,0,25:25:00,34:35:00,3,25
2021,7,10/24/21,Bengals,Ravens,19,20,13-Apr,16-May,2-Jan,4-Jan,409,278,111,115,520,393,23-38,20-42,7-Jan,18-May,24,24,0,0,1,0,1,0,5-Jan,May-46,0-2,1-Jan,13,14,0,0,28:11:00,31:49:00,41,17
2021,7,10/24/21,Eagles,Raiders,22,23,13-Jun,9-Mar,3-Feb,1-Jan,223,323,135,119,358,442,18-34,31-34,13-Feb,0-0,32,29,2,0,0,1,2,1,Apr-37,Jul-65,4-Mar,6-Apr,10,10,0,0,27:29:00,32:31:00,22,33
2021,7,10/24/21,Lions,Rams,19,22,15-Jun,13-Sep,3-Feb,0-1,278,327,137,47,415,374,23-37,28-41,7-Feb,7-Jan,28,19,0,0,2,0,2,0,Aug-77,Apr-35,0-5,4-Mar,9,9,0,0,32:40:00,27:20:00,19,28
2021,7,10/24/21,Texans,Cardinals,8,24,13-Feb,12-Jun,0-2,1-Jan,118,225,42,172,160,397,23-32,20-28,17-Feb,Apr-36,15,37,1,0,0,1,1,1,Aug-80,Jul-54,0-0,4-Mar,12,12,0,0,25:57:00,34:03:00,5,31
2021,7,10/24/21,Bears,Buccaneers,17,28,11-Feb,12-Apr,0-1,2-Jan,168,226,143,182,311,408,22-32,22-39,16-Apr,0-0,29,31,2,1,3,0,5,1,Apr-32,10-Jan,0-2,7-May,13,12,0,0,28:55:00,31:05:00,3,38
2021,7,10/24/21,Colts,49ers,17,13,14-Jun,11-Jan,1-Jan,0-0,147,169,148,111,295,280,17-26,16-27,3-Jan,12-Feb,33,24,2,2,0,2,2,4,Jun-45,7-122,5-Mar,3-Feb,13,14,0,0,33:56:00,26:04:00,30,18
2021,7,10/25/21,Saints,Seahawks,21,14,13-Feb,12-Mar,2-Feb,0-1,210,129,94,90,304,219,19-35,22-Dec,12-Feb,May-38,31,28,1,0,0,0,1,0,Jul-90,Jun-53,4-Jan,0-0,11,11,0,0,32:49:00,27:11:00,13,10
2021,8,10/28/21,Packers,Cardinals,24,22,14-Jun,10-Apr,4-Feb,2-Feb,184,260,151,74,335,334,22-37,22-33,Jan-00,14-Feb,34,20,0,1,0,2,0,3,Jul-60,Jul-59,5-Mar,4-Mar,10,8,0,0,37:35:00,22:25,24,21
2021,8,10/31/21,Panthers,Falcons,21,17,17-Oct,10-Mar,0-0,1-Jan,129,131,203,82,332,213,13-25,20-27,0-0,15-Mar,47,20,1,0,0,2,1,2,Aug-76,15-Mar,3-Jan,1-Jan,11,10,0,0,35:23:00,24:37:00,19,13
2021,8,10/31/21,Dolphins,Bills,16,24,14-Apr,13-Jun,1-Jan,0-1,194,249,68,102,262,351,21-39,29-43,11-Feb,0-0,23,23,1,0,1,0,2,0,Sep-58,Sep-80,3-Jan,4-Mar,11,11,0,0,29:13:00,30:47:00,11,26
2021,8,10/31/21,49ers,Bears,21,22,10-Apr,15-Aug,1-Jan,1-Jan,322,148,145,176,467,324,17-28,19-27,0-0,27-Apr,26,36,0,0,0,1,0,1,Jul-55,30-Apr,5-Mar,3-Jan,9,8,0,0,23:11,36:49:00,33,22
2021,8,10/31/21,Steelers,Browns,21,19,13-Apr,10-Mar,4-Feb,0-2,255,210,115,96,370,306,22-35,20-31,11-Feb,15-Apr,32,23,0,1,0,0,0,1,Aug-65,30-May,4-Feb,2-Jan,10,9,0,0,31:45:00,28:15:00,15,10
2021,8,10/31/21,Eagles,Lions,27,15,10-May,14-May,0-0,5-Feb,114,171,236,57,350,228,16-Nov,25-34,0-0,Jun-51,46,18,0,1,0,0,0,1,15-Feb,Aug-50,5-Apr,1-Jan,9,10,1,0,35:00:00,25:00:00,44,6
2021,8,10/31/21,Titans,Colts,18,24,17-Aug,16-Jul,2-Feb,3-Feb,247,224,93,83,340,307,23-34,27-51,18-Mar,7-Jan,31,20,0,1,2,2,2,3,11-161,Sep-75,2-Feb,5-Apr,12,12,1,0,34:59:00,30:58:00,34,31
2021,8,10/31/21,Bengals,Jets,18,32,10-Apr,11-Jun,0-1,0-0,277,414,41,97,318,511,22-35,39-49,28-Mar,8-Feb,16,27,0,1,1,2,1,3,May-51,Aug-46,6-Apr,6-Apr,12,12,0,0,23:39,36:21:00,31,34
2021,8,10/31/21,Rams,Texans,26,18,11-Apr,12-Apr,0-1,0-0,302,279,165,44,467,323,22-34,29-39,8-Jan,31-May,31,14,0,0,0,1,0,1,20-Mar,Jun-38,7-May,2-Feb,11,13,0,0,33:35:00,26:25:00,38,22
2021,8,10/31/21,Patriots,Chargers,21,17,19-Sep,12-Apr,0-1,1-Jan,210,206,142,163,352,369,18-35,18-35,7-Jan,17-Mar,39,20,1,0,0,2,1,2,30-Apr,May-40,4-Jan,2-Feb,11,12,1,0,35:24:00,24:36:00,27,24
2021,8,10/31/21,Jaguars,Seahawks,20,17,14-May,10-Mar,4-Jan,1-Jan,227,160,82,69,309,229,32-54,20-24,11-Jan,Mar-35,19,25,0,0,1,0,1,0,Dec-93,May-40,1-Jan,4-Mar,11,10,0,1,31:29:00,28:31:00,7,31
2021,8,10/31/21,Commanders,Broncos,21,17,14-May,13-Jul,5-Jan,0-0,230,190,112,83,342,273,24-39,19-26,May-40,23-Apr,24,21,0,1,2,0,2,1,29-Apr,Apr-35,0-2,2-Feb,9,8,0,0,31:50:00,28:10:00,10,17
2021,8,10/31/21,Buccaneers,Saints,16,26,13-Aug,14-May,0-1,3-Feb,350,209,71,152,421,361,28-41,22-39,25-Mar,6-Jan,14,32,1,0,2,0,3,0,Nov-99,10-Feb,2-Feb,7-Mar,12,11,0,1,26:44:00,33:16:00,27,36
2021,8,10/31/21,Cowboys,Vikings,23,17,14-Jul,13-Jan,0-0,2-Jan,341,177,78,101,419,278,25-41,23-36,19-Mar,7-Jan,24,24,1,0,1,0,2,0,Nov-96,Jul-57,2-Jan,2-Jan,11,12,0,0,32:32:00,27:28:00,20,16
2021,8,11/1/21,Giants,Chiefs,18,29,12-Apr,12-May,2-Jan,0-0,228,261,72,107,300,368,23-33,29-48,13-Mar,14-Feb,20,27,0,1,1,1,1,2,Oct-88,12-103,3-Feb,6-Feb,11,11,0,0,25:22:00,34:38:00,17,20
2021,9,11/4/21,Jets,Colts,30,28,14-Aug,10-May,1-Jan,2-Jan,398,272,88,260,486,532,34-52,22-30,14-Feb,Jan-00,21,30,1,0,1,0,2,0,Jul-43,22-Feb,5-Mar,4-Mar,11,11,0,0,29:33:00,30:27:00,30,45
2021,9,11/7/21,Browns,Bengals,14,25,9-Mar,11-Mar,0-0,0-2,208,263,153,85,361,348,14-21,29-42,10-Feb,25-May,23,23,0,1,0,2,0,3,Oct-84,Apr-31,4-Feb,4-Feb,11,12,1,0,24:38:00,35:22:00,41,16
2021,9,11/7/21,Broncos,Cowboys,23,14,15-Aug,13-May,0-0,0-4,217,212,190,78,407,290,19-28,19-39,Apr-32,20-Feb,41,16,0,1,0,1,0,2,May-37,May-38,3-Feb,2-Feb,12,10,0,0,41:12:00,18:48,30,16
2021,9,11/7/21,Texans,Dolphins,14,22,17-Jun,16-Sep,1-Jan,0-0,199,215,73,47,272,262,24-44,26-43,May-41,29-Apr,18,25,1,3,3,2,4,5,Aug-60,13-Feb,0-4,2-Feb,14,12,0,0,28:16:00,31:44:00,9,17
2021,9,11/7/21,Falcons,Saints,18,26,13-May,10-Mar,0-1,0-1,332,267,34,109,366,376,23-30,27-43,11-Feb,15-Jan,25,25,0,1,0,0,0,1,Jun-76,Oct-74,5-Mar,4-Mar,11,11,0,0,27:39:00,32:21:00,27,25
2021,9,11/7/21,Raiders,Giants,24,16,12-Apr,12-Jun,1-Jan,0-0,286,98,117,149,403,247,30-46,15-20,10-Jan,12-Mar,20,31,1,1,2,0,3,1,Jun-65,Apr-35,6-Jan,0-2,10,10,0,1,29:49:00,30:11:00,16,23
